,gpa,major,gmat,work_exp,admission
3200,3.26,STEM,760.0,4.0,Rejected
3201,3.23,Humanities,730.0,5.0,Rejected
3202,3.4,Humanities,660.0,7.0,Rejected
3203,3.31,Business,650.0,5.0,Rejected
3204,3.42,Humanities,570.0,6.0,Rejected
3205,3.27,Business,760.0,6.0,Rejected
3206,3.41,Humanities,710.0,3.0,Rejected
3207,3.52,Humanities,670.0,7.0,Admit
3208,3.08,Business,650.0,4.0,Rejected
3209,3.22,STEM,620.0,5.0,Rejected
3210,3.14,Humanities,600.0,3.0,Rejected
3211,3.44,Business,700.0,5.0,Rejected
3212,3.19,Humanities,590.0,5.0,Rejected
3213,3.24,Humanities,630.0,5.0,Rejected
3214,3.56,Business,720.0,4.0,Admit
3215,3.46,Business,690.0,5.0,Rejected
3216,3.15,Business,630.0,3.0,Rejected
3217,3.33,Humanities,620.0,5.0,Rejected
3218,3.28,STEM,660.0,6.0,Waitlist
3219,3.27,Humanities,690.0,5.0,Rejected
3220,3.0,Humanities,610.0,7.0,Rejected
3221,3.37,Humanities,680.0,4.0,Admit
3222,3.55,Humanities,630.0,5.0,Rejected
3223,3.33,Business,690.0,4.0,Rejected
3224,3.42,Humanities,780.0,5.0,Admit
3225,3.26,Business,580.0,5.0,Rejected
3226,3.39,Business,660.0,5.0,Admit
3227,3.44,Business,700.0,4.0,Rejected
3228,3.36,Humanities,680.0,3.0,Rejected
3229,3.12,Humanities,620.0,4.0,Rejected
3230,3.46,STEM,750.0,3.0,Rejected
3231,3.35,Humanities,700.0,6.0,Rejected
3232,3.27,STEM,640.0,6.0,Rejected
3233,2.86,Business,570.0,5.0,Rejected
3234,3.16,STEM,590.0,5.0,Rejected
3235,3.03,Humanities,660.0,6.0,Rejected
3236,3.15,Humanities,580.0,6.0,Rejected
3237,3.29,Business,620.0,6.0,Rejected
3238,3.59,Business,770.0,6.0,Admit
3239,3.39,Humanities,660.0,4.0,Rejected
3240,3.42,Humanities,670.0,6.0,Rejected
3241,3.11,STEM,680.0,4.0,Rejected
3242,3.24,STEM,640.0,5.0,Rejected
3243,3.21,Humanities,690.0,4.0,Rejected
3244,3.19,STEM,720.0,5.0,Rejected
3245,3.42,Business,630.0,4.0,Rejected
3246,3.2,Humanities,650.0,5.0,Rejected
3247,3.35,STEM,650.0,7.0,Rejected
3248,3.06,Business,570.0,6.0,Rejected
3249,3.2,Business,690.0,4.0,Rejected
3250,3.06,STEM,580.0,5.0,Rejected
3251,3.27,Business,680.0,4.0,Rejected
3252,3.27,Humanities,730.0,6.0,Admit
3253,3.33,STEM,680.0,5.0,Admit
3254,3.27,Business,720.0,5.0,Admit
3255,3.31,Business,670.0,6.0,Admit
3256,3.15,Business,640.0,3.0,Rejected
3257,3.41,STEM,680.0,4.0,Rejected
3258,3.32,Business,640.0,6.0,Rejected
3259,3.36,Business,680.0,3.0,Rejected
3260,3.28,Business,670.0,5.0,Rejected
3261,3.07,Humanities,570.0,5.0,Rejected
3262,3.55,Humanities,690.0,4.0,Rejected
3263,3.45,STEM,700.0,7.0,Rejected
3264,3.36,Business,670.0,5.0,Waitlist
3265,3.08,STEM,640.0,7.0,Rejected
3266,3.48,Humanities,750.0,5.0,Rejected
3267,3.19,STEM,680.0,3.0,Rejected
3268,2.89,Humanities,580.0,6.0,Rejected
3269,3.3,Humanities,650.0,4.0,Rejected
3270,3.32,STEM,690.0,4.0,Rejected
3271,3.36,Business,720.0,5.0,Rejected
3272,3.04,Business,570.0,5.0,Rejected
3273,3.17,STEM,630.0,4.0,Rejected
3274,3.27,Business,610.0,4.0,Rejected
3275,3.25,STEM,630.0,3.0,Rejected
3276,3.25,Business,610.0,4.0,Rejected
3277,3.24,STEM,680.0,4.0,Rejected
3278,3.14,STEM,620.0,6.0,Rejected
3279,3.27,STEM,780.0,4.0,Admit
3280,3.31,Business,780.0,4.0,Waitlist
3281,3.25,Humanities,620.0,7.0,Rejected
3282,3.01,Business,660.0,6.0,Rejected
3283,3.35,Humanities,600.0,5.0,Rejected
3284,3.08,Humanities,660.0,5.0,Rejected
3285,3.27,Humanities,620.0,6.0,Rejected
3286,3.12,STEM,570.0,3.0,Rejected
3287,3.3,STEM,650.0,5.0,Rejected
3288,3.2,Humanities,670.0,6.0,Rejected
3289,3.16,Humanities,570.0,6.0,Rejected
3290,2.98,STEM,570.0,5.0,Rejected
3291,3.45,STEM,720.0,4.0,Rejected
3292,3.23,STEM,690.0,7.0,Rejected
3293,3.21,Business,630.0,6.0,Rejected
3294,2.94,Humanities,610.0,5.0,Rejected
3295,3.56,Humanities,740.0,5.0,Admit
3296,3.05,Business,600.0,3.0,Rejected
3297,3.17,Business,610.0,7.0,Rejected
3298,3.24,Humanities,640.0,5.0,Rejected
3299,3.43,STEM,700.0,6.0,Admit
3300,3.07,Humanities,650.0,4.0,Rejected
3301,3.26,Humanities,590.0,7.0,Rejected
3302,2.9,Humanities,610.0,4.0,Rejected
3303,3.3,Humanities,620.0,5.0,Rejected
3304,3.49,Business,690.0,4.0,Rejected
3305,3.43,Humanities,710.0,5.0,Rejected
3306,3.29,STEM,700.0,5.0,Rejected
3307,2.99,Business,570.0,5.0,Rejected
3308,3.43,Business,730.0,4.0,Admit
3309,3.41,Humanities,760.0,4.0,Admit
3310,3.19,Business,670.0,4.0,Rejected
3311,3.13,Humanities,770.0,4.0,Rejected
3312,3.3,STEM,650.0,7.0,Rejected
3313,3.16,STEM,590.0,6.0,Rejected
3314,3.16,Humanities,680.0,7.0,Rejected
3315,3.26,Humanities,590.0,5.0,Rejected
3316,3.34,STEM,640.0,6.0,Rejected
3317,2.97,STEM,590.0,4.0,Rejected
3318,3.16,Business,700.0,6.0,Rejected
3319,3.27,Humanities,580.0,5.0,Rejected
3320,3.25,STEM,690.0,6.0,Rejected
3321,3.09,Humanities,640.0,6.0,Rejected
3322,3.23,Humanities,640.0,4.0,Rejected
3323,3.53,Business,710.0,6.0,Rejected
3324,3.23,Humanities,620.0,5.0,Rejected
3325,3.04,Business,580.0,4.0,Rejected
3326,3.46,STEM,690.0,6.0,Admit
3327,3.07,Business,620.0,5.0,Rejected
3328,3.09,Humanities,640.0,4.0,Rejected
3329,3.34,Humanities,600.0,5.0,Rejected
3330,3.11,Business,650.0,6.0,Rejected
3331,3.35,Humanities,660.0,4.0,Rejected
3332,2.93,Business,600.0,6.0,Rejected
3333,3.13,Business,630.0,3.0,Rejected
3334,3.47,STEM,690.0,5.0,Rejected
3335,3.44,Humanities,630.0,5.0,Rejected
3336,3.16,STEM,600.0,5.0,Rejected
3337,3.24,Business,590.0,4.0,Rejected
3338,3.17,STEM,580.0,6.0,Rejected
3339,3.17,Humanities,610.0,5.0,Rejected
3340,3.34,Business,750.0,6.0,Admit
3341,3.54,STEM,770.0,5.0,Admit
3342,3.42,Humanities,740.0,4.0,Rejected
3343,3.2,Humanities,660.0,5.0,Rejected
3344,3.59,Humanities,740.0,5.0,Admit
3345,2.98,Humanities,570.0,4.0,Rejected
3346,3.26,STEM,660.0,5.0,Rejected
3347,3.43,Business,620.0,4.0,Rejected
3348,3.46,Business,710.0,5.0,Rejected
3349,3.22,STEM,590.0,5.0,Rejected
3350,3.1,STEM,620.0,6.0,Rejected
3351,3.11,Business,590.0,5.0,Rejected
3352,3.27,Humanities,690.0,5.0,Rejected
3353,3.06,Humanities,590.0,5.0,Rejected
3354,3.01,STEM,660.0,4.0,Rejected
3355,3.06,STEM,620.0,5.0,Rejected
3356,3.16,Humanities,670.0,4.0,Rejected
3357,3.16,Business,610.0,3.0,Rejected
3358,3.04,STEM,570.0,6.0,Rejected
3359,3.32,Humanities,740.0,4.0,Admit
3360,3.13,Humanities,630.0,7.0,Rejected
3361,3.48,Business,660.0,6.0,Admit
3362,3.24,STEM,600.0,4.0,Rejected
3363,3.36,Business,770.0,4.0,Admit
3364,3.38,Humanities,640.0,4.0,Rejected
3365,2.93,STEM,590.0,6.0,Rejected
3366,3.17,STEM,600.0,4.0,Rejected
3367,3.19,Humanities,650.0,5.0,Rejected
3368,3.25,STEM,620.0,5.0,Rejected
3369,2.96,Business,570.0,5.0,Rejected
3370,3.26,Business,640.0,6.0,Rejected
3371,3.28,Business,680.0,3.0,Rejected
3372,3.25,Humanities,620.0,6.0,Rejected
3373,3.12,Humanities,680.0,4.0,Rejected
3374,3.07,Humanities,570.0,5.0,Rejected
3375,3.43,Humanities,780.0,5.0,Rejected
3376,3.13,Humanities,660.0,5.0,Rejected
3377,3.55,STEM,740.0,5.0,Rejected
3378,3.44,Business,720.0,8.0,Rejected
3379,3.44,STEM,670.0,7.0,Waitlist
3380,3.21,Humanities,650.0,4.0,Rejected
3381,3.25,STEM,640.0,7.0,Rejected
3382,3.19,Humanities,680.0,5.0,Rejected
3383,3.07,Humanities,570.0,6.0,Rejected
3384,3.13,Business,620.0,4.0,Rejected
3385,3.36,Business,620.0,5.0,Rejected
3386,2.97,STEM,570.0,5.0,Rejected
3387,3.26,Humanities,700.0,4.0,Rejected
3388,3.11,STEM,630.0,5.0,Rejected
3389,3.21,Humanities,630.0,5.0,Rejected
3390,3.15,STEM,660.0,4.0,Rejected
3391,3.18,Humanities,630.0,6.0,Rejected
3392,3.43,Business,650.0,6.0,Rejected
3393,3.53,Humanities,780.0,6.0,Admit
3394,3.21,Business,680.0,7.0,Rejected
3395,3.14,Humanities,570.0,7.0,Rejected
3396,3.27,STEM,670.0,5.0,Admit
3397,3.59,Humanities,760.0,4.0,Rejected
3398,3.14,STEM,570.0,4.0,Rejected
3399,3.13,Humanities,690.0,3.0,Rejected
3400,3.46,Business,780.0,5.0,Rejected
3401,2.87,Humanities,570.0,5.0,Rejected
3402,3.34,Business,640.0,4.0,Rejected
3403,3.44,Humanities,750.0,5.0,Rejected
3404,3.43,Humanities,780.0,5.0,Rejected
3405,2.97,Business,580.0,6.0,Rejected
3406,3.43,Humanities,760.0,7.0,Rejected
3407,3.11,Humanities,620.0,4.0,Rejected
3408,3.24,STEM,740.0,5.0,Admit
3409,3.49,Business,680.0,3.0,Admit
3410,3.38,Humanities,720.0,5.0,Admit
3411,3.04,STEM,590.0,5.0,Rejected
3412,3.52,Business,610.0,5.0,Rejected
3413,3.14,STEM,620.0,5.0,Rejected
3414,3.19,Humanities,670.0,5.0,Rejected
3415,3.12,Humanities,570.0,4.0,Rejected
3416,3.02,Humanities,620.0,4.0,Rejected
3417,3.3,Humanities,720.0,4.0,Rejected
3418,3.07,Humanities,600.0,6.0,Rejected
3419,3.19,STEM,670.0,4.0,Rejected
3420,3.29,Humanities,690.0,4.0,Rejected
3421,3.36,STEM,720.0,6.0,Rejected
3422,3.28,STEM,650.0,5.0,Rejected
3423,3.24,Humanities,670.0,6.0,Rejected
3424,3.42,STEM,640.0,5.0,Rejected
3425,3.37,Humanities,700.0,4.0,Rejected
3426,3.16,STEM,580.0,5.0,Rejected
3427,3.1,Humanities,570.0,4.0,Rejected
3428,3.23,STEM,650.0,6.0,Rejected
3429,3.03,Humanities,620.0,6.0,Rejected
3430,3.27,STEM,710.0,3.0,Rejected
3431,3.35,Humanities,660.0,5.0,Rejected
3432,3.38,Humanities,690.0,6.0,Rejected
3433,3.39,Humanities,650.0,5.0,Rejected
3434,3.14,Business,660.0,3.0,Rejected
3435,3.3,STEM,650.0,4.0,Rejected
3436,3.13,STEM,650.0,5.0,Rejected
3437,3.13,Humanities,690.0,4.0,Rejected
3438,3.24,STEM,610.0,6.0,Rejected
3439,3.23,STEM,680.0,5.0,Rejected
3440,3.06,Business,600.0,5.0,Rejected
3441,3.17,Business,580.0,7.0,Rejected
3442,3.67,Humanities,720.0,6.0,Admit
3443,3.31,Humanities,690.0,5.0,Admit
3444,2.87,STEM,610.0,6.0,Rejected
3445,3.25,Humanities,700.0,5.0,Waitlist
3446,3.12,STEM,600.0,4.0,Rejected
3447,3.05,Humanities,570.0,6.0,Rejected
3448,3.37,Humanities,630.0,6.0,Rejected
3449,3.45,Business,770.0,7.0,Admit
3450,3.03,Business,570.0,5.0,Rejected
3451,3.07,Business,680.0,6.0,Rejected
3452,2.99,Humanities,650.0,5.0,Rejected
3453,3.35,Business,710.0,4.0,Rejected
3454,3.01,STEM,580.0,5.0,Rejected
3455,3.34,STEM,700.0,6.0,Rejected
3456,3.09,Humanities,620.0,4.0,Rejected
3457,3.23,Business,680.0,5.0,Admit
3458,3.07,Business,610.0,6.0,Rejected
3459,3.31,Humanities,710.0,4.0,Rejected
3460,3.17,STEM,590.0,5.0,Rejected
3461,3.03,Humanities,610.0,5.0,Rejected
3462,3.4,Humanities,690.0,5.0,Admit
3463,3.27,STEM,620.0,5.0,Rejected
3464,3.02,Humanities,570.0,4.0,Rejected
3465,3.35,STEM,670.0,5.0,Rejected
3466,3.23,Humanities,650.0,5.0,Rejected
3467,3.14,Business,670.0,5.0,Rejected
3468,3.24,Business,650.0,6.0,Rejected
3469,3.38,STEM,670.0,5.0,Rejected
3470,3.27,Business,610.0,6.0,Rejected
3471,3.33,Humanities,580.0,6.0,Rejected
3472,3.0,Business,620.0,3.0,Rejected
3473,3.47,STEM,640.0,4.0,Rejected
3474,3.21,STEM,660.0,6.0,Rejected
3475,3.16,Humanities,680.0,5.0,Rejected
3476,3.38,Humanities,640.0,5.0,Rejected
3477,3.45,Humanities,620.0,4.0,Rejected
3478,3.16,Business,620.0,4.0,Rejected
3479,3.05,Business,610.0,3.0,Rejected
3480,3.04,Humanities,650.0,7.0,Rejected
3481,3.21,STEM,670.0,2.0,Rejected
3482,3.38,STEM,680.0,4.0,Rejected
3483,3.39,STEM,710.0,4.0,Rejected
3484,3.19,Business,690.0,6.0,Rejected
3485,3.51,Humanities,710.0,6.0,Admit
3486,3.29,Business,670.0,4.0,Admit
3487,3.22,Humanities,570.0,6.0,Rejected
3488,3.26,STEM,660.0,3.0,Rejected
3489,3.24,STEM,600.0,5.0,Rejected
3490,3.26,Humanities,620.0,5.0,Rejected
3491,3.25,Business,680.0,4.0,Rejected
3492,3.14,Humanities,640.0,6.0,Rejected
3493,3.38,Humanities,670.0,6.0,Rejected
3494,3.51,Humanities,700.0,6.0,Admit
3495,3.32,Business,630.0,4.0,Rejected
3496,3.11,Humanities,660.0,5.0,Rejected
3497,3.48,Business,620.0,3.0,Rejected
3498,3.18,Humanities,580.0,4.0,Rejected
3499,3.42,Business,670.0,5.0,Rejected
3500,3.52,STEM,730.0,5.0,Rejected
3501,3.23,Business,610.0,7.0,Rejected
3502,3.13,Business,630.0,5.0,Rejected
3503,3.26,Business,660.0,5.0,Rejected
3504,3.49,STEM,640.0,6.0,Rejected
3505,3.27,STEM,670.0,5.0,Waitlist
3506,3.15,STEM,660.0,5.0,Rejected
3507,3.32,Humanities,670.0,5.0,Rejected
3508,3.18,STEM,680.0,3.0,Rejected
3509,3.32,Humanities,580.0,6.0,Rejected
3510,3.31,Humanities,610.0,5.0,Rejected
3511,3.11,Business,590.0,6.0,Rejected
3512,3.16,Humanities,620.0,7.0,Rejected
3513,3.09,STEM,730.0,5.0,Rejected
3514,3.02,Business,660.0,6.0,Rejected
3515,3.36,Humanities,710.0,5.0,Admit
3516,3.0,Business,650.0,6.0,Rejected
3517,3.23,Humanities,670.0,6.0,Rejected
3518,3.42,Business,650.0,4.0,Rejected
3519,3.54,Business,710.0,5.0,Rejected
3520,3.15,Humanities,600.0,2.0,Rejected
3521,3.23,Business,620.0,6.0,Rejected
3522,3.28,Business,670.0,5.0,Rejected
3523,3.34,Business,650.0,6.0,Rejected
3524,2.8,Business,570.0,6.0,Rejected
3525,3.49,STEM,660.0,6.0,Rejected
3526,3.29,Humanities,600.0,4.0,Rejected
3527,3.19,STEM,650.0,6.0,Rejected
3528,3.23,STEM,650.0,6.0,Rejected
3529,3.38,Humanities,630.0,5.0,Rejected
3530,3.15,Humanities,640.0,5.0,Rejected
3531,3.09,Business,620.0,5.0,Rejected
3532,3.28,Humanities,670.0,8.0,Admit
3533,3.21,Business,660.0,6.0,Rejected
3534,3.04,Business,570.0,5.0,Rejected
3535,3.12,Business,570.0,4.0,Rejected
3536,3.44,Business,620.0,5.0,Rejected
3537,3.37,Business,620.0,5.0,Rejected
3538,3.54,STEM,740.0,5.0,Admit
3539,3.5,Humanities,720.0,4.0,Rejected
3540,3.08,Humanities,590.0,4.0,Rejected
3541,3.15,Business,630.0,6.0,Rejected
3542,3.0,Humanities,630.0,7.0,Rejected
3543,3.39,Business,610.0,5.0,Rejected
3544,3.02,Humanities,610.0,5.0,Rejected
3545,3.35,Humanities,660.0,2.0,Admit
3546,3.11,Humanities,640.0,5.0,Rejected
3547,3.0,STEM,640.0,4.0,Rejected
3548,3.21,STEM,700.0,5.0,Rejected
3549,3.24,Business,680.0,7.0,Rejected
3550,3.17,Business,680.0,6.0,Rejected
3551,3.52,Business,750.0,6.0,Admit
3552,3.26,Humanities,680.0,5.0,Rejected
3553,3.37,Business,650.0,7.0,Rejected
3554,3.29,Humanities,660.0,4.0,Rejected
3555,3.36,Business,760.0,8.0,Rejected
3556,3.23,Humanities,640.0,6.0,Rejected
3557,3.19,Humanities,570.0,6.0,Rejected
3558,3.46,Humanities,770.0,5.0,Rejected
3559,3.42,Humanities,680.0,5.0,Rejected
3560,3.15,STEM,660.0,5.0,Rejected
3561,3.23,Business,600.0,5.0,Rejected
3562,3.35,Humanities,650.0,5.0,Rejected
3563,3.32,Business,630.0,5.0,Rejected
3564,3.2,Business,620.0,5.0,Rejected
3565,3.2,STEM,580.0,5.0,Rejected
3566,3.29,Business,710.0,4.0,Rejected
3567,3.44,Business,740.0,5.0,Rejected
3568,2.99,Business,680.0,4.0,Rejected
3569,3.46,Business,690.0,5.0,Rejected
3570,3.55,Humanities,710.0,5.0,Admit
3571,3.34,Humanities,650.0,5.0,Rejected
3572,3.4,STEM,640.0,5.0,Rejected
3573,3.34,STEM,710.0,4.0,Admit
3574,3.22,Business,680.0,7.0,Rejected
3575,3.26,STEM,640.0,4.0,Rejected
3576,3.3,Humanities,660.0,4.0,Admit
3577,3.4,Business,670.0,4.0,Admit
3578,3.04,STEM,580.0,5.0,Rejected
3579,3.47,STEM,750.0,4.0,Rejected
3580,3.18,Humanities,700.0,5.0,Rejected
3581,3.28,Business,720.0,5.0,Admit
3582,3.41,STEM,680.0,5.0,Rejected
3583,3.06,STEM,570.0,3.0,Rejected
3584,3.35,STEM,670.0,5.0,Rejected
3585,3.42,STEM,680.0,7.0,Rejected
3586,3.29,Business,620.0,5.0,Rejected
3587,3.65,Humanities,730.0,6.0,Rejected
3588,3.38,Humanities,680.0,6.0,Rejected
3589,3.16,Humanities,580.0,4.0,Rejected
3590,3.58,Business,720.0,3.0,Rejected
3591,3.53,Business,730.0,4.0,Waitlist
3592,3.37,Humanities,660.0,4.0,Rejected
3593,3.35,Humanities,700.0,5.0,Admit
3594,3.48,Business,640.0,5.0,Rejected
3595,3.15,Business,650.0,6.0,Rejected
3596,3.4,Business,710.0,7.0,Rejected
3597,3.35,Humanities,730.0,6.0,Admit
3598,2.85,STEM,570.0,3.0,Rejected
3599,3.34,STEM,660.0,5.0,Rejected
3600,3.51,Humanities,740.0,4.0,Rejected
3601,3.25,Business,650.0,6.0,Rejected
3602,3.0,Business,650.0,6.0,Rejected
3603,3.22,Humanities,700.0,5.0,Rejected
3604,3.14,STEM,600.0,5.0,Rejected
3605,3.01,Humanities,580.0,5.0,Rejected
3606,2.92,Humanities,570.0,4.0,Rejected
3607,3.17,Humanities,640.0,3.0,Rejected
3608,3.41,Humanities,670.0,4.0,Rejected
3609,3.33,Humanities,650.0,5.0,Rejected
3610,3.45,Humanities,650.0,2.0,Rejected
3611,3.42,STEM,700.0,5.0,Rejected
3612,3.29,Humanities,740.0,4.0,Admit
3613,3.06,Business,650.0,7.0,Rejected
3614,3.19,STEM,610.0,4.0,Rejected
3615,3.35,Business,690.0,6.0,Admit
3616,3.4,Humanities,710.0,4.0,Rejected
3617,3.23,Humanities,570.0,7.0,Rejected
3618,3.34,Business,650.0,5.0,Rejected
3619,3.5,Business,660.0,3.0,Admit
3620,3.18,Business,620.0,4.0,Rejected
3621,3.33,Humanities,640.0,6.0,Rejected
3622,3.24,Business,600.0,6.0,Rejected
3623,3.23,Business,650.0,4.0,Rejected
3624,3.07,Business,640.0,6.0,Rejected
3625,3.08,Humanities,630.0,5.0,Rejected
3626,3.09,Humanities,630.0,3.0,Rejected
3627,3.35,Business,650.0,5.0,Rejected
3628,3.16,STEM,580.0,7.0,Rejected
3629,3.26,STEM,600.0,6.0,Rejected
3630,3.02,Humanities,570.0,7.0,Rejected
3631,3.31,Humanities,670.0,5.0,Rejected
3632,3.14,STEM,610.0,3.0,Rejected
3633,3.21,Humanities,690.0,5.0,Admit
3634,3.52,Humanities,760.0,7.0,Rejected
3635,3.25,Business,660.0,5.0,Rejected
3636,3.26,Humanities,610.0,5.0,Rejected
3637,2.78,Humanities,570.0,6.0,Rejected
3638,2.98,STEM,580.0,5.0,Rejected
3639,3.25,STEM,710.0,5.0,Admit
3640,3.18,Humanities,610.0,5.0,Rejected
3641,3.31,Humanities,650.0,4.0,Rejected
3642,3.13,Humanities,630.0,5.0,Rejected
3643,3.55,STEM,750.0,6.0,Admit
3644,3.14,STEM,640.0,4.0,Rejected
3645,3.36,STEM,740.0,5.0,Rejected
3646,3.43,STEM,660.0,4.0,Rejected
3647,3.17,Humanities,700.0,4.0,Rejected
3648,3.54,Business,780.0,5.0,Rejected
3649,3.41,STEM,670.0,5.0,Rejected
3650,3.17,STEM,630.0,6.0,Rejected
3651,3.03,STEM,570.0,3.0,Rejected
3652,3.21,Business,650.0,6.0,Rejected
3653,3.07,Humanities,580.0,6.0,Rejected
3654,3.28,Business,680.0,6.0,Rejected
3655,3.21,STEM,680.0,4.0,Rejected
3656,3.34,Business,710.0,5.0,Rejected
3657,3.08,STEM,620.0,4.0,Rejected
3658,3.3,Humanities,650.0,4.0,Rejected
3659,3.15,Humanities,590.0,4.0,Rejected
3660,3.34,STEM,690.0,4.0,Admit
3661,3.45,Humanities,720.0,5.0,Rejected
3662,3.15,STEM,640.0,3.0,Rejected
3663,3.28,Business,660.0,6.0,Admit
3664,3.03,Humanities,580.0,5.0,Rejected
3665,3.32,Humanities,680.0,6.0,Rejected
3666,3.02,Humanities,600.0,6.0,Rejected
3667,3.19,Humanities,660.0,6.0,Rejected
3668,3.18,Humanities,620.0,7.0,Rejected
3669,3.2,Humanities,600.0,3.0,Rejected
3670,3.03,Humanities,570.0,3.0,Rejected
3671,3.13,Business,610.0,5.0,Rejected
3672,3.46,Humanities,680.0,4.0,Rejected
3673,3.17,Business,680.0,5.0,Rejected
3674,3.0,Business,580.0,4.0,Rejected
3675,3.25,Business,630.0,4.0,Rejected
3676,3.19,Humanities,680.0,5.0,Rejected
3677,3.46,Business,690.0,7.0,Rejected
3678,3.18,Humanities,660.0,6.0,Rejected
3679,3.3,Humanities,610.0,5.0,Rejected
3680,3.1,Humanities,580.0,4.0,Rejected
3681,3.28,Business,700.0,5.0,Admit
3682,3.28,STEM,590.0,6.0,Rejected
3683,3.16,Humanities,640.0,6.0,Rejected
3684,3.24,Humanities,640.0,4.0,Rejected
3685,3.28,Business,730.0,6.0,Rejected
3686,3.17,Humanities,610.0,8.0,Rejected
3687,3.28,Business,580.0,6.0,Rejected
3688,3.33,STEM,630.0,5.0,Rejected
3689,3.32,Business,600.0,5.0,Rejected
3690,3.36,Business,700.0,5.0,Rejected
3691,3.33,STEM,620.0,5.0,Rejected
3692,3.17,STEM,700.0,5.0,Rejected
3693,3.46,STEM,750.0,6.0,Rejected
3694,3.24,STEM,700.0,5.0,Rejected
3695,3.27,STEM,640.0,5.0,Rejected
3696,3.18,Humanities,630.0,5.0,Rejected
3697,3.31,STEM,650.0,7.0,Rejected
3698,3.24,Humanities,650.0,5.0,Rejected
3699,3.26,STEM,620.0,3.0,Rejected
3700,3.18,Business,580.0,6.0,Rejected
3701,3.01,Humanities,600.0,6.0,Rejected
3702,3.36,Humanities,610.0,5.0,Rejected
3703,3.42,STEM,690.0,5.0,Admit
3704,3.3,Business,670.0,3.0,Rejected
3705,3.29,STEM,710.0,5.0,Rejected
3706,3.04,STEM,630.0,5.0,Rejected
3707,3.07,Business,570.0,5.0,Rejected
3708,3.3,Humanities,640.0,6.0,Rejected
3709,3.19,Business,600.0,5.0,Rejected
3710,3.41,Business,640.0,5.0,Rejected
3711,3.16,STEM,680.0,4.0,Rejected
3712,3.27,Humanities,640.0,5.0,Rejected
3713,3.36,Business,670.0,6.0,Rejected
3714,3.22,STEM,650.0,6.0,Rejected
3715,3.47,Humanities,680.0,4.0,Rejected
3716,3.33,Humanities,670.0,5.0,Rejected
3717,3.39,STEM,650.0,7.0,Rejected
3718,3.0,STEM,570.0,5.0,Rejected
3719,3.1,Business,580.0,5.0,Rejected
3720,3.48,Business,680.0,4.0,Rejected
3721,3.36,Business,750.0,5.0,Rejected
3722,3.14,Humanities,650.0,4.0,Rejected
3723,3.04,STEM,640.0,5.0,Rejected
3724,3.09,Humanities,630.0,5.0,Rejected
3725,3.14,Business,660.0,5.0,Rejected
3726,3.26,STEM,670.0,6.0,Rejected
3727,3.06,Business,650.0,4.0,Rejected
3728,3.24,Business,580.0,6.0,Rejected
3729,2.97,Humanities,570.0,4.0,Rejected
3730,3.43,STEM,660.0,5.0,Rejected
3731,3.47,STEM,680.0,4.0,Rejected
3732,3.24,Humanities,630.0,5.0,Rejected
3733,3.24,Humanities,690.0,6.0,Rejected
3734,2.98,Humanities,610.0,3.0,Rejected
3735,3.18,STEM,620.0,5.0,Rejected
3736,3.56,Humanities,730.0,4.0,Rejected
3737,3.31,Business,660.0,4.0,Waitlist
3738,3.41,Humanities,650.0,5.0,Rejected
3739,3.25,Humanities,620.0,5.0,Rejected
3740,3.24,STEM,590.0,5.0,Rejected
3741,3.36,Humanities,730.0,5.0,Rejected
3742,3.23,Humanities,630.0,6.0,Rejected
3743,3.18,Business,680.0,5.0,Rejected
3744,3.25,STEM,640.0,4.0,Rejected
3745,3.5,Humanities,740.0,7.0,Rejected
3746,3.22,Business,700.0,4.0,Admit
3747,3.43,Humanities,600.0,5.0,Rejected
3748,3.28,Business,750.0,3.0,Admit
3749,3.11,STEM,600.0,5.0,Rejected
3750,3.27,Business,700.0,7.0,Rejected
3751,3.37,Humanities,650.0,5.0,Rejected
3752,3.28,STEM,690.0,5.0,Rejected
3753,3.03,Humanities,570.0,4.0,Rejected
3754,3.07,Humanities,630.0,4.0,Rejected
3755,3.12,Business,590.0,5.0,Rejected
3756,3.17,STEM,570.0,4.0,Rejected
3757,3.43,Humanities,690.0,6.0,Rejected
3758,3.39,Humanities,640.0,6.0,Rejected
3759,3.28,Business,660.0,6.0,Admit
3760,3.22,Business,670.0,6.0,Rejected
3761,3.24,STEM,680.0,4.0,Admit
3762,3.46,Humanities,740.0,4.0,Rejected
3763,3.25,STEM,670.0,5.0,Admit
3764,3.13,Business,610.0,6.0,Rejected
3765,3.23,STEM,640.0,5.0,Rejected
3766,3.13,STEM,610.0,6.0,Rejected
3767,3.12,Business,670.0,6.0,Rejected
3768,3.16,STEM,650.0,2.0,Rejected
3769,3.24,Humanities,690.0,3.0,Rejected
3770,3.06,STEM,580.0,5.0,Rejected
3771,3.13,Humanities,660.0,4.0,Rejected
3772,3.25,Humanities,640.0,3.0,Rejected
3773,3.32,Humanities,570.0,6.0,Rejected
3774,3.21,STEM,630.0,3.0,Rejected
3775,3.16,Business,680.0,5.0,Rejected
3776,3.28,Business,660.0,4.0,Waitlist
3777,3.19,Business,620.0,7.0,Rejected
3778,3.26,Humanities,640.0,4.0,Rejected
3779,3.27,Business,680.0,3.0,Admit
3780,3.58,Business,760.0,5.0,Admit
3781,3.2,STEM,650.0,5.0,Rejected
