age,education.num,occupation,race,sex,hours.per.week,income
35,12,Protective-serv,White,Male,52,<=50K
44,15,Prof-specialty,Asian-Pac-Islander,Male,60,>50K
36,9,Craft-repair,White,Male,40,<=50K
58,9,Craft-repair,White,Male,40,<=50K
25,15,Prof-specialty,White,Female,8,<=50K
54,13,Exec-managerial,White,Male,40,<=50K
23,13,Tech-support,White,Female,40,<=50K
37,10,Sales,White,Male,60,<=50K
60,12,Other-service,Black,Male,40,<=50K
66,4,Other-service,White,Female,20,<=50K
36,12,Machine-op-inspct,Black,Male,50,<=50K
25,13,Prof-specialty,White,Female,44,<=50K
23,10,Adm-clerical,White,Male,40,<=50K
38,9,Other-service,Black,Male,40,<=50K
33,10,Handlers-cleaners,White,Male,50,>50K
49,10,Farming-fishing,White,Male,60,<=50K
57,9,Exec-managerial,White,Male,60,>50K
57,13,Exec-managerial,White,Male,45,<=50K
46,10,Machine-op-inspct,White,Female,45,<=50K
37,14,Exec-managerial,White,Male,70,>50K
43,13,Sales,White,Male,45,>50K
26,9,Other-service,White,Female,35,<=50K
40,11,Prof-specialty,White,Female,40,<=50K
39,9,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
39,12,Other-service,Black,Female,40,<=50K
31,10,Adm-clerical,White,Male,40,<=50K
31,13,Machine-op-inspct,Other,Male,36,<=50K
27,13,Adm-clerical,Black,Female,40,<=50K
36,13,Exec-managerial,White,Male,50,<=50K
57,9,Other-service,White,Male,40,<=50K
24,9,Other-service,White,Female,35,<=50K
30,10,Sales,White,Male,45,<=50K
28,8,Transport-moving,White,Male,50,<=50K
22,13,Exec-managerial,White,Male,40,<=50K
31,4,Handlers-cleaners,White,Male,50,<=50K
33,9,Sales,White,Male,44,>50K
20,10,Handlers-cleaners,White,Male,15,<=50K
25,8,Farming-fishing,Other,Male,60,<=50K
49,10,Farming-fishing,White,Male,40,<=50K
21,9,Other-service,White,Female,35,<=50K
45,13,Exec-managerial,White,Male,45,>50K
36,9,Exec-managerial,White,Male,45,>50K
41,3,Priv-house-serv,White,Female,32,<=50K
47,13,Exec-managerial,White,Male,50,>50K
41,9,Exec-managerial,White,Male,50,<=50K
30,9,Handlers-cleaners,White,Female,40,<=50K
29,10,Farming-fishing,White,Male,40,<=50K
31,4,Machine-op-inspct,White,Female,40,<=50K
55,5,Machine-op-inspct,Asian-Pac-Islander,Male,40,<=50K
19,9,Other-service,White,Male,35,<=50K
31,8,Tech-support,White,Female,40,>50K
18,7,Other-service,White,Male,8,<=50K
68,9,Sales,White,Female,24,<=50K
36,10,Exec-managerial,Black,Female,48,<=50K
44,15,Prof-specialty,White,Male,50,>50K
58,9,Adm-clerical,White,Female,20,>50K
20,9,Sales,Black,Female,20,<=50K
18,6,Handlers-cleaners,White,Male,40,<=50K
32,9,Handlers-cleaners,White,Female,30,<=50K
49,9,Other-service,White,Female,40,<=50K
34,9,Machine-op-inspct,White,Male,40,<=50K
22,9,Adm-clerical,White,Female,40,<=50K
40,9,Other-service,White,Male,45,<=50K
35,9,Handlers-cleaners,White,Male,40,<=50K
26,10,Sales,White,Male,50,<=50K
44,8,Exec-managerial,Asian-Pac-Islander,Male,60,<=50K
55,9,Exec-managerial,White,Female,60,<=50K
54,10,Craft-repair,White,Female,40,<=50K
52,9,Other-service,White,Male,38,<=50K
57,13,Craft-repair,White,Male,50,>50K
58,9,Adm-clerical,White,Female,40,<=50K
27,10,Prof-specialty,White,Male,16,<=50K
41,10,Machine-op-inspct,White,Male,40,<=50K
18,7,Prof-specialty,White,Female,16,<=50K
50,3,Other-service,White,Male,37,<=50K
31,10,Exec-managerial,White,Male,40,<=50K
32,6,Machine-op-inspct,White,Male,40,<=50K
37,10,Craft-repair,White,Male,45,<=50K
26,13,Exec-managerial,White,Male,20,<=50K
33,11,Tech-support,White,Male,50,<=50K
35,9,Other-service,Black,Female,40,<=50K
44,13,Prof-specialty,White,Female,45,<=50K
26,13,Craft-repair,White,Male,40,<=50K
48,9,Adm-clerical,White,Male,40,<=50K
40,13,Tech-support,White,Male,40,<=50K
62,6,Sales,White,Male,35,<=50K
37,15,Sales,White,Male,45,>50K
18,7,Sales,White,Male,18,<=50K
48,9,Machine-op-inspct,Other,Female,38,<=50K
45,14,Prof-specialty,White,Male,50,<=50K
35,10,Sales,White,Male,45,<=50K
35,9,Craft-repair,White,Male,40,<=50K
34,9,Prof-specialty,White,Male,51,<=50K
29,9,Other-service,White,Female,40,<=50K
19,10,Sales,White,Male,30,<=50K
53,10,Protective-serv,White,Male,60,<=50K
49,10,Other-service,White,Male,40,<=50K
71,9,Sales,White,Female,16,<=50K
38,4,Craft-repair,White,Male,36,<=50K
39,14,Exec-managerial,White,Male,45,<=50K
23,13,Adm-clerical,White,Female,40,<=50K
29,13,Sales,White,Male,50,>50K
52,3,Farming-fishing,White,Male,40,<=50K
41,10,Adm-clerical,White,Female,40,>50K
20,10,Other-service,White,Male,35,<=50K
30,10,Tech-support,White,Male,45,<=50K
56,6,Adm-clerical,Black,Female,36,<=50K
26,9,Sales,White,Female,40,<=50K
36,9,Adm-clerical,White,Female,40,<=50K
26,13,Prof-specialty,Black,Female,42,<=50K
24,13,Adm-clerical,White,Male,40,<=50K
41,10,Sales,Asian-Pac-Islander,Female,32,<=50K
27,10,Sales,White,Male,35,<=50K
57,9,Exec-managerial,White,Male,40,<=50K
21,10,Prof-specialty,White,Female,20,<=50K
50,9,Handlers-cleaners,White,Male,40,<=50K
27,9,Handlers-cleaners,Black,Male,40,<=50K
58,13,Prof-specialty,White,Female,60,<=50K
27,13,Exec-managerial,White,Male,50,<=50K
36,9,Sales,Black,Female,17,<=50K
33,9,Sales,White,Female,40,<=50K
19,10,Other-service,White,Female,18,<=50K
26,9,Adm-clerical,Black,Female,40,<=50K
37,9,Handlers-cleaners,Black,Female,30,<=50K
53,9,Machine-op-inspct,White,Male,45,<=50K
32,10,Tech-support,Black,Male,38,<=50K
18,7,Exec-managerial,White,Female,25,<=50K
53,9,Craft-repair,White,Male,40,>50K
40,13,Prof-specialty,White,Male,40,<=50K
50,10,Prof-specialty,White,Female,40,<=50K
60,13,Sales,White,Male,46,>50K
28,9,Sales,White,Female,40,<=50K
37,9,Transport-moving,White,Male,40,<=50K
25,9,Tech-support,White,Male,40,<=50K
26,13,Prof-specialty,White,Female,45,<=50K
47,9,Adm-clerical,White,Female,40,<=50K
18,8,Handlers-cleaners,White,Male,20,<=50K
22,13,Sales,White,Female,16,<=50K
36,10,Machine-op-inspct,White,Female,30,<=50K
59,9,Transport-moving,White,Male,48,<=50K
33,9,Other-service,White,Female,38,<=50K
33,6,Craft-repair,White,Male,35,<=50K
53,13,Adm-clerical,Asian-Pac-Islander,Female,50,<=50K
55,9,Exec-managerial,White,Male,50,<=50K
56,9,Transport-moving,White,Male,50,<=50K
54,10,Sales,White,Female,35,<=50K
51,9,Prof-specialty,White,Male,40,<=50K
43,14,Exec-managerial,White,Male,50,>50K
44,9,Other-service,White,Female,40,<=50K
22,10,Exec-managerial,White,Male,50,<=50K
43,9,Other-service,Amer-Indian-Eskimo,Male,40,<=50K
26,12,Adm-clerical,Black,Female,40,<=50K
30,13,Sales,White,Male,18,<=50K
46,9,Other-service,White,Male,15,<=50K
27,13,Sales,White,Male,50,<=50K
26,9,Craft-repair,White,Male,50,<=50K
25,9,Craft-repair,White,Male,35,<=50K
30,15,Prof-specialty,Black,Female,40,<=50K
47,10,Adm-clerical,Black,Female,48,>50K
43,6,Handlers-cleaners,White,Male,40,<=50K
44,10,Adm-clerical,White,Female,15,<=50K
42,16,Prof-specialty,White,Male,50,<=50K
36,12,Exec-managerial,White,Male,50,>50K
37,10,Machine-op-inspct,White,Male,50,>50K
26,13,Transport-moving,White,Male,20,<=50K
24,13,Adm-clerical,White,Female,30,<=50K
45,14,Prof-specialty,White,Female,35,<=50K
54,10,Exec-managerial,White,Male,48,>50K
22,10,Sales,White,Female,30,<=50K
63,14,Prof-specialty,White,Male,48,<=50K
22,9,Craft-repair,White,Male,43,<=50K
27,10,Other-service,White,Male,25,<=50K
33,5,Craft-repair,White,Male,33,<=50K
64,13,Prof-specialty,White,Female,30,<=50K
50,12,Exec-managerial,White,Male,50,>50K
44,11,Prof-specialty,White,Female,40,<=50K
31,9,Transport-moving,White,Male,50,<=50K
44,9,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
53,6,Farming-fishing,White,Male,35,<=50K
33,9,Other-service,White,Female,40,<=50K
34,8,Armed-Forces,White,Male,40,<=50K
27,9,Transport-moving,White,Male,70,<=50K
80,9,Exec-managerial,White,Male,20,<=50K
31,12,Other-service,White,Female,32,<=50K
40,9,Craft-repair,Black,Male,40,>50K
53,13,Prof-specialty,White,Male,40,<=50K
58,9,Machine-op-inspct,White,Male,44,<=50K
38,10,Exec-managerial,White,Male,40,>50K
33,15,Prof-specialty,White,Male,40,>50K
48,13,Exec-managerial,White,Male,60,>50K
23,10,Exec-managerial,Black,Female,40,<=50K
31,9,Craft-repair,White,Male,50,<=50K
52,14,Sales,White,Male,70,<=50K
24,9,Tech-support,White,Male,40,<=50K
45,5,Farming-fishing,White,Male,40,<=50K
36,9,Adm-clerical,White,Female,40,>50K
52,3,Other-service,White,Female,40,<=50K
54,9,Craft-repair,White,Male,40,<=50K
39,15,Prof-specialty,White,Male,55,>50K
40,13,Sales,White,Male,50,>50K
28,9,Tech-support,Asian-Pac-Islander,Male,50,<=50K
23,10,Adm-clerical,White,Female,40,<=50K
36,4,Craft-repair,Black,Male,40,<=50K
22,10,Adm-clerical,White,Female,15,<=50K
55,14,Exec-managerial,White,Male,50,<=50K
71,9,Handlers-cleaners,White,Male,17,<=50K
47,16,Prof-specialty,White,Male,60,>50K
17,6,Sales,White,Male,12,<=50K
31,13,Exec-managerial,White,Female,50,>50K
32,10,Other-service,Asian-Pac-Islander,Male,40,<=50K
27,13,Exec-managerial,White,Female,40,<=50K
40,9,Handlers-cleaners,White,Female,48,<=50K
17,5,Other-service,White,Male,20,<=50K
33,14,Prof-specialty,White,Male,40,<=50K
72,16,Prof-specialty,White,Male,30,<=50K
34,10,Adm-clerical,White,Female,40,>50K
65,9,Craft-repair,Asian-Pac-Islander,Male,40,<=50K
32,9,Machine-op-inspct,White,Male,40,<=50K
26,10,Adm-clerical,White,Male,40,<=50K
22,9,Handlers-cleaners,White,Male,40,<=50K
31,10,Other-service,White,Male,40,<=50K
28,13,Sales,White,Male,50,<=50K
38,14,Adm-clerical,White,Female,50,>50K
34,12,Adm-clerical,White,Male,28,<=50K
44,13,Prof-specialty,White,Male,35,>50K
27,10,Handlers-cleaners,Asian-Pac-Islander,Male,40,<=50K
50,13,Protective-serv,White,Male,44,>50K
47,9,Other-service,Black,Female,30,<=50K
20,10,Other-service,White,Male,40,<=50K
24,9,Sales,White,Male,38,<=50K
29,10,Tech-support,White,Male,40,>50K
37,11,Other-service,Black,Female,32,<=50K
42,12,Adm-clerical,White,Male,40,<=50K
68,10,Adm-clerical,White,Female,40,<=50K
22,10,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
72,9,Sales,White,Male,30,<=50K
45,10,Adm-clerical,Black,Male,20,<=50K
30,9,Other-service,Black,Male,40,<=50K
33,9,Craft-repair,White,Male,40,<=50K
43,9,Other-service,White,Male,40,>50K
25,11,Farming-fishing,White,Male,40,<=50K
41,9,Priv-house-serv,White,Female,40,<=50K
25,13,Other-service,White,Female,37,<=50K
31,12,Tech-support,White,Male,40,>50K
36,9,Machine-op-inspct,White,Male,38,<=50K
37,13,Exec-managerial,White,Male,40,>50K
58,9,Craft-repair,White,Male,20,<=50K
26,13,Adm-clerical,Black,Female,40,<=50K
55,10,Tech-support,White,Male,50,>50K
46,10,Exec-managerial,White,Male,48,>50K
44,7,Other-service,Black,Male,60,<=50K
28,13,Exec-managerial,White,Male,55,<=50K
42,6,Transport-moving,White,Male,50,<=50K
41,9,Craft-repair,White,Male,40,<=50K
39,13,Exec-managerial,White,Male,45,<=50K
64,11,Farming-fishing,White,Male,30,<=50K
20,10,Handlers-cleaners,White,Male,25,<=50K
45,10,Protective-serv,White,Male,40,>50K
31,9,Adm-clerical,White,Male,50,<=50K
36,14,Exec-managerial,White,Male,40,>50K
32,5,Other-service,Other,Female,40,<=50K
33,11,Farming-fishing,White,Male,65,<=50K
36,9,Machine-op-inspct,White,Male,40,<=50K
40,9,Craft-repair,White,Male,40,<=50K
40,9,Adm-clerical,White,Female,45,<=50K
46,11,Adm-clerical,White,Female,40,<=50K
31,15,Prof-specialty,White,Male,60,>50K
26,9,Handlers-cleaners,White,Male,40,<=50K
25,13,Other-service,White,Male,40,<=50K
35,12,Craft-repair,White,Male,40,<=50K
29,15,Prof-specialty,White,Male,50,<=50K
39,12,Craft-repair,White,Male,40,<=50K
44,10,Other-service,White,Male,40,<=50K
37,9,Machine-op-inspct,White,Male,60,>50K
79,11,Sales,White,Male,20,>50K
36,13,Exec-managerial,Black,Male,45,>50K
44,10,Craft-repair,White,Male,60,>50K
27,13,Adm-clerical,White,Female,45,<=50K
58,9,Craft-repair,White,Male,40,<=50K
36,12,Exec-managerial,White,Male,48,<=50K
21,10,Adm-clerical,White,Male,45,<=50K
49,9,Machine-op-inspct,White,Male,40,<=50K
34,13,Sales,White,Female,40,>50K
29,9,Protective-serv,White,Male,35,<=50K
63,13,Exec-managerial,White,Male,50,>50K
29,13,Prof-specialty,White,Female,40,<=50K
65,10,Farming-fishing,White,Male,40,<=50K
26,13,Other-service,White,Female,25,<=50K
42,16,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
44,10,Adm-clerical,Asian-Pac-Islander,Female,37,<=50K
41,9,Machine-op-inspct,White,Male,25,<=50K
22,12,Adm-clerical,Black,Female,35,<=50K
18,7,Handlers-cleaners,White,Male,40,<=50K
33,6,Transport-moving,White,Male,40,<=50K
46,13,Prof-specialty,White,Male,38,>50K
49,7,Priv-house-serv,White,Female,40,<=50K
41,9,Adm-clerical,White,Female,40,<=50K
52,10,Adm-clerical,White,Female,40,<=50K
40,10,Handlers-cleaners,White,Male,40,<=50K
53,10,Prof-specialty,White,Female,40,<=50K
45,9,Craft-repair,White,Male,50,<=50K
30,6,Craft-repair,White,Male,40,<=50K
56,9,Handlers-cleaners,White,Male,40,<=50K
24,9,Craft-repair,White,Male,40,<=50K
71,4,Farming-fishing,White,Male,50,<=50K
20,9,Sales,White,Female,30,<=50K
26,13,Tech-support,White,Male,50,<=50K
34,9,Sales,White,Male,65,<=50K
22,9,Other-service,White,Female,40,<=50K
51,9,Craft-repair,White,Male,40,<=50K
46,10,Sales,White,Female,40,<=50K
32,9,Exec-managerial,White,Male,45,<=50K
52,10,Tech-support,White,Male,50,<=50K
57,9,Adm-clerical,Black,Female,40,<=50K
35,10,Adm-clerical,White,Female,39,<=50K
52,14,Prof-specialty,White,Male,50,>50K
36,10,Exec-managerial,White,Female,40,<=50K
33,10,Exec-managerial,White,Male,40,>50K
67,9,Protective-serv,Black,Male,20,<=50K
31,10,Sales,White,Male,48,<=50K
31,9,Prof-specialty,White,Male,50,<=50K
28,10,Machine-op-inspct,White,Male,42,<=50K
36,9,Craft-repair,White,Male,40,<=50K
58,9,Sales,White,Male,35,>50K
56,9,Machine-op-inspct,White,Male,40,<=50K
35,10,Sales,White,Male,40,<=50K
37,11,Craft-repair,White,Male,40,>50K
44,13,Exec-managerial,White,Female,40,<=50K
26,9,Farming-fishing,White,Male,40,<=50K
51,9,Transport-moving,White,Male,40,<=50K
30,10,Sales,White,Female,40,<=50K
20,10,Adm-clerical,White,Female,40,<=50K
21,10,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
37,13,Prof-specialty,White,Male,50,>50K
54,9,Adm-clerical,White,Male,45,<=50K
43,9,Exec-managerial,White,Female,40,<=50K
48,11,Other-service,White,Female,40,<=50K
42,13,Sales,White,Male,48,<=50K
62,9,Machine-op-inspct,White,Male,40,<=50K
31,9,Craft-repair,White,Male,40,<=50K
22,9,Sales,White,Male,60,<=50K
45,13,Exec-managerial,White,Male,32,<=50K
34,10,Sales,White,Male,45,<=50K
64,9,Exec-managerial,White,Male,20,<=50K
42,13,Farming-fishing,White,Male,65,<=50K
60,9,Sales,White,Male,70,<=50K
44,9,Craft-repair,White,Male,58,<=50K
45,12,Tech-support,White,Female,40,<=50K
53,15,Prof-specialty,White,Male,38,>50K
23,9,Other-service,White,Female,35,<=50K
28,13,Prof-specialty,Asian-Pac-Islander,Male,40,<=50K
55,4,Craft-repair,White,Male,41,<=50K
58,14,Adm-clerical,White,Female,24,>50K
27,9,Adm-clerical,White,Male,40,<=50K
37,9,Adm-clerical,Black,Female,40,<=50K
44,6,Other-service,White,Male,70,<=50K
23,12,Adm-clerical,White,Male,40,<=50K
41,13,Exec-managerial,White,Male,40,<=50K
45,10,Tech-support,Asian-Pac-Islander,Male,55,>50K
29,9,Machine-op-inspct,White,Male,40,<=50K
33,13,Sales,White,Male,45,>50K
22,10,Sales,White,Male,38,<=50K
28,5,Craft-repair,White,Male,40,<=50K
30,13,Prof-specialty,White,Female,40,<=50K
20,10,Handlers-cleaners,White,Male,20,<=50K
45,9,Craft-repair,White,Male,50,>50K
42,12,Exec-managerial,White,Female,40,<=50K
34,9,Craft-repair,White,Male,40,<=50K
31,13,Prof-specialty,White,Male,60,>50K
23,13,Exec-managerial,White,Female,40,<=50K
50,9,Craft-repair,White,Male,50,<=50K
40,6,Exec-managerial,White,Male,40,>50K
57,9,Adm-clerical,White,Female,45,<=50K
24,13,Exec-managerial,White,Male,45,<=50K
27,10,Adm-clerical,White,Female,15,<=50K
27,10,Protective-serv,White,Female,40,>50K
45,9,Sales,White,Male,40,<=50K
80,16,Prof-specialty,White,Male,30,<=50K
23,10,Other-service,White,Male,50,<=50K
46,10,Exec-managerial,White,Male,40,>50K
38,13,Sales,White,Male,40,>50K
50,9,Sales,White,Male,60,<=50K
90,13,Sales,White,Male,20,<=50K
55,10,Sales,White,Male,50,<=50K
72,9,Exec-managerial,White,Female,50,<=50K
65,10,Adm-clerical,White,Female,40,<=50K
37,6,Craft-repair,White,Male,40,<=50K
39,9,Adm-clerical,White,Female,40,<=50K
38,11,Craft-repair,White,Male,40,<=50K
50,9,Sales,White,Male,65,>50K
54,12,Exec-managerial,White,Male,40,>50K
40,14,Sales,White,Male,50,>50K
50,9,Farming-fishing,White,Male,35,<=50K
28,10,Craft-repair,White,Male,30,<=50K
34,11,Craft-repair,White,Male,53,<=50K
55,9,Handlers-cleaners,White,Male,40,<=50K
20,9,Handlers-cleaners,White,Male,40,<=50K
21,10,Adm-clerical,White,Male,35,<=50K
39,10,Other-service,White,Female,20,<=50K
43,9,Craft-repair,White,Male,40,>50K
33,9,Other-service,Amer-Indian-Eskimo,Male,40,<=50K
26,10,Adm-clerical,White,Female,40,<=50K
45,16,Prof-specialty,White,Male,40,>50K
31,10,Other-service,White,Female,65,<=50K
32,3,Craft-repair,White,Male,60,<=50K
60,9,Sales,White,Male,50,<=50K
41,9,Machine-op-inspct,White,Male,40,>50K
21,10,Other-service,Black,Male,20,<=50K
27,10,Adm-clerical,Black,Female,36,<=50K
33,3,Handlers-cleaners,White,Male,40,<=50K
43,9,Craft-repair,White,Male,40,<=50K
18,6,Farming-fishing,White,Male,40,<=50K
48,10,Exec-managerial,White,Male,40,>50K
37,4,Exec-managerial,White,Male,50,<=50K
58,9,Machine-op-inspct,White,Male,40,<=50K
24,9,Adm-clerical,White,Male,40,<=50K
26,13,Other-service,White,Male,15,<=50K
34,7,Craft-repair,White,Male,40,<=50K
38,13,Exec-managerial,White,Female,40,<=50K
51,7,Farming-fishing,White,Male,45,>50K
49,16,Prof-specialty,White,Female,35,>50K
26,13,Adm-clerical,White,Female,40,<=50K
28,9,Transport-moving,Black,Female,20,<=50K
26,9,Craft-repair,White,Male,40,<=50K
23,9,Sales,White,Male,40,<=50K
42,13,Prof-specialty,White,Male,60,>50K
39,9,Craft-repair,White,Male,40,<=50K
43,11,Craft-repair,White,Male,40,<=50K
33,10,Farming-fishing,White,Male,70,<=50K
68,13,Exec-managerial,White,Male,20,<=50K
32,13,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
25,10,Adm-clerical,Other,Male,40,<=50K
53,3,Other-service,White,Female,24,<=50K
38,11,Exec-managerial,White,Male,55,>50K
20,9,Machine-op-inspct,White,Male,40,<=50K
26,9,Craft-repair,White,Male,40,<=50K
23,9,Transport-moving,White,Male,40,<=50K
43,9,Tech-support,White,Female,40,<=50K
29,10,Protective-serv,White,Male,36,<=50K
34,6,Other-service,White,Female,36,<=50K
24,10,Sales,White,Male,35,<=50K
44,14,Prof-specialty,White,Male,35,>50K
19,10,Adm-clerical,White,Male,40,<=50K
47,13,Adm-clerical,White,Male,40,>50K
40,10,Other-service,White,Female,48,<=50K
45,9,Sales,White,Female,45,<=50K
43,9,Handlers-cleaners,Black,Female,45,<=50K
29,13,Prof-specialty,White,Male,40,<=50K
47,13,Exec-managerial,White,Male,50,<=50K
24,9,Sales,White,Male,35,<=50K
21,9,Adm-clerical,White,Female,40,<=50K
74,15,Prof-specialty,White,Male,40,<=50K
27,11,Craft-repair,White,Male,40,<=50K
32,13,Adm-clerical,Asian-Pac-Islander,Female,46,<=50K
30,7,Handlers-cleaners,White,Male,50,<=50K
29,11,Protective-serv,White,Male,56,<=50K
39,10,Protective-serv,White,Male,70,<=50K
21,10,Other-service,White,Female,30,<=50K
31,9,Transport-moving,White,Male,38,<=50K
33,10,Protective-serv,White,Male,40,<=50K
39,15,Prof-specialty,White,Male,70,>50K
29,9,Craft-repair,White,Male,40,<=50K
52,13,Exec-managerial,White,Female,55,<=50K
35,9,Sales,White,Male,25,<=50K
33,6,Craft-repair,White,Male,40,<=50K
43,13,Exec-managerial,Asian-Pac-Islander,Male,50,>50K
51,13,Exec-managerial,White,Male,40,>50K
36,9,Other-service,White,Female,30,<=50K
17,7,Prof-specialty,White,Female,40,<=50K
32,9,Craft-repair,White,Male,40,<=50K
39,9,Machine-op-inspct,Black,Female,40,<=50K
19,10,Farming-fishing,White,Male,60,<=50K
54,7,Adm-clerical,White,Male,40,>50K
45,13,Prof-specialty,White,Male,50,>50K
47,13,Prof-specialty,Black,Female,40,<=50K
32,9,Adm-clerical,White,Female,40,<=50K
28,9,Craft-repair,White,Male,50,<=50K
39,13,Sales,White,Male,40,<=50K
27,9,Sales,White,Male,50,<=50K
42,14,Prof-specialty,White,Female,38,>50K
24,13,Prof-specialty,White,Male,44,<=50K
45,13,Craft-repair,White,Male,45,>50K
19,9,Other-service,White,Male,30,<=50K
46,6,Transport-moving,White,Male,40,>50K
50,9,Transport-moving,White,Male,40,<=50K
32,9,Adm-clerical,White,Female,42,<=50K
43,9,Farming-fishing,White,Male,50,<=50K
29,13,Craft-repair,White,Male,40,<=50K
90,13,Prof-specialty,White,Female,10,<=50K
41,15,Exec-managerial,White,Female,50,>50K
24,1,Farming-fishing,White,Male,36,<=50K
24,10,Farming-fishing,White,Male,50,<=50K
24,10,Other-service,White,Female,53,<=50K
30,13,Adm-clerical,White,Male,40,<=50K
46,13,Exec-managerial,White,Female,40,<=50K
39,5,Craft-repair,White,Male,35,<=50K
43,9,Transport-moving,White,Male,40,<=50K
35,9,Adm-clerical,White,Female,40,<=50K
65,9,Sales,White,Female,24,<=50K
34,9,Craft-repair,White,Male,40,<=50K
41,11,Sales,White,Male,40,<=50K
24,10,Farming-fishing,White,Male,60,<=50K
24,9,Other-service,Amer-Indian-Eskimo,Male,35,<=50K
33,9,Sales,White,Male,40,>50K
37,9,Machine-op-inspct,White,Male,38,<=50K
39,9,Transport-moving,White,Male,60,>50K
58,9,Other-service,White,Female,25,<=50K
36,9,Craft-repair,White,Male,35,<=50K
42,14,Prof-specialty,White,Male,55,<=50K
31,10,Protective-serv,Black,Male,40,<=50K
57,9,Craft-repair,White,Male,40,<=50K
67,9,Tech-support,White,Male,40,>50K
23,9,Craft-repair,White,Male,40,<=50K
35,10,Prof-specialty,Amer-Indian-Eskimo,Male,40,<=50K
43,13,Prof-specialty,White,Male,55,>50K
39,10,Farming-fishing,White,Male,60,<=50K
36,9,Craft-repair,White,Male,40,<=50K
29,12,Other-service,White,Female,13,<=50K
25,9,Handlers-cleaners,White,Male,40,<=50K
54,6,Transport-moving,Black,Male,45,>50K
24,9,Craft-repair,White,Male,44,<=50K
50,13,Sales,Asian-Pac-Islander,Male,60,>50K
70,6,Machine-op-inspct,White,Male,50,<=50K
38,14,Farming-fishing,White,Male,70,<=50K
51,9,Prof-specialty,White,Female,40,>50K
28,9,Other-service,White,Male,40,<=50K
66,15,Prof-specialty,White,Male,25,>50K
57,9,Farming-fishing,White,Male,60,>50K
44,13,Sales,Asian-Pac-Islander,Male,50,>50K
29,10,Adm-clerical,White,Female,40,<=50K
21,10,Sales,Black,Female,40,<=50K
42,6,Craft-repair,Other,Male,43,>50K
50,10,Sales,White,Female,40,<=50K
65,9,Other-service,White,Female,14,<=50K
44,7,Other-service,Black,Female,30,<=50K
17,6,Other-service,White,Male,10,<=50K
43,10,Transport-moving,White,Male,60,<=50K
32,12,Adm-clerical,White,Female,40,<=50K
20,10,Adm-clerical,White,Female,20,<=50K
23,10,Prof-specialty,White,Male,10,<=50K
34,9,Other-service,White,Male,45,<=50K
30,10,Sales,White,Male,20,<=50K
32,4,Machine-op-inspct,White,Male,40,<=50K
40,13,Prof-specialty,White,Male,60,>50K
28,10,Craft-repair,Black,Male,40,<=50K
44,9,Craft-repair,White,Male,45,>50K
29,11,Tech-support,White,Female,35,>50K
37,10,Exec-managerial,White,Male,40,<=50K
56,10,Craft-repair,White,Male,40,<=50K
27,13,Prof-specialty,White,Male,40,<=50K
34,9,Machine-op-inspct,White,Female,20,<=50K
37,9,Craft-repair,White,Male,40,<=50K
66,13,Sales,White,Male,40,>50K
19,9,Prof-specialty,White,Male,30,<=50K
60,11,Prof-specialty,White,Female,40,<=50K
47,9,Craft-repair,White,Male,40,>50K
47,10,Prof-specialty,White,Male,48,>50K
48,11,Craft-repair,White,Male,60,<=50K
50,10,Exec-managerial,White,Male,50,>50K
62,5,Other-service,Black,Female,25,<=50K
45,10,Other-service,White,Male,40,<=50K
55,9,Handlers-cleaners,White,Male,40,<=50K
62,9,Sales,White,Female,32,<=50K
25,6,Machine-op-inspct,White,Male,40,<=50K
49,7,Exec-managerial,White,Female,38,<=50K
25,9,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,<=50K
39,10,Machine-op-inspct,White,Male,50,<=50K
27,10,Exec-managerial,White,Male,50,<=50K
43,9,Other-service,Black,Male,40,>50K
30,9,Other-service,Asian-Pac-Islander,Female,40,<=50K
21,10,Sales,White,Female,20,<=50K
33,15,Exec-managerial,White,Female,40,>50K
33,10,Adm-clerical,White,Male,50,<=50K
33,7,Adm-clerical,Black,Female,38,<=50K
70,4,Other-service,White,Female,35,<=50K
25,10,Other-service,Black,Male,42,<=50K
17,7,Other-service,White,Male,25,<=50K
20,10,Farming-fishing,White,Male,40,<=50K
19,10,Other-service,Black,Male,35,<=50K
31,12,Exec-managerial,White,Male,40,<=50K
26,13,Sales,White,Male,55,<=50K
52,14,Exec-managerial,White,Male,40,<=50K
26,13,Exec-managerial,White,Female,40,<=50K
38,9,Machine-op-inspct,White,Male,45,<=50K
25,10,Other-service,White,Male,40,<=50K
22,13,Prof-specialty,White,Female,9,<=50K
53,9,Craft-repair,White,Male,40,>50K
30,12,Craft-repair,White,Male,50,<=50K
44,10,Craft-repair,White,Male,60,>50K
32,13,Prof-specialty,Asian-Pac-Islander,Male,56,>50K
59,7,Craft-repair,White,Male,20,<=50K
49,10,Handlers-cleaners,Black,Female,40,<=50K
31,9,Craft-repair,White,Male,50,>50K
44,5,Machine-op-inspct,White,Male,40,<=50K
